Facility ID,Facility Name,Facility Street,Facility City,Facility State,Facility ZIP,County,Mail Contact,Mail Address1,Mail Address2,Mail Suite,Mail City,Mail State,Mail ZIP,Hazard_explosive,Hazard_flammable,Hazard_oxidizer,Hazard_selfReactive,Hazard_pyrophoricLiqSol,Hazard_pyrophoricGas,Hazard_selfHeating,Hazard_organicPeroxide,Hazard_corrosiveToMetal,Hazard_gasUnderPressure,Hazard_icwwEmitsFlammableGas,Hazard_combustibleDust,Hazard_acuteToxicity,Hazard_skinCorrosion,Hazard_seriousEyeDamage,Hazard_respOrSkinSensitization,Hazard_germCellMutagenicity,Hazard_carcinogen,Hazard_reprodToxicity,Hazard_specTargOrgToxicity,Hazard_aspirationHaz,Hazard_simpleAsphyxiant,Hazard_notOtherwiseClassified
59561,FedEx Express,1810 Fort Ct,Omaha,NE,68110-2640,Douglas,Timothy Jackson Jr,3620 Hacks Cross Rd Bldg B 2ND,,,Memphis,TN,38125-8800,,,,,,,,,,,,,,,,,,,,,,,
59598,Legacy Coop,Jct W 1st St & Hwy 30,Kimball,NE,69145,Kimball,Skip Kelley,PO Box 2188,Emergency Response,,Scottsbluff,NE,69363-2188,,,,,,,,,,,,,,,,,,,,,,,
59604,Farmers Cooperative,22775 SW 113th St,Kramer,NE,68333,Lancaster,Jamie Sand,PO Box 263,,,Dorchester,NE,68343-0263,,,,,,,,,,,,,,,,,,,,,,,
59611,Pohlmeier Ag Chem Inc,2702 Highway 4,Lawrence,NE,68957-6420,Nuckolls,Eugene Pohlmeier,2702 Highway 4,,,Lawrence,NE,68957-6420,,,,,,,,,,,,,,,,,,,,,,,
59634,CenturyLink,112 E 7th St,Lexington,NE,68850-1908,Dawson,Payton Michael,5325 Zuni St-Attn EHS,1025 Eldorado Blvd 23-ENV,,Denver,CO,80221-1499,,,,,,,,,,,,,,,,,,,,,,,
59643,ADM Milling,540 South St,Lincoln,NE,68502-1940,Lancaster,Steven Gaskins,540 South St,,,Lincoln,NE,68502-1940,,,,,,,,,,,,,,,,,,,,,,,
59681,Windstream Communications,5939 N 7th St,Lincoln,NE,68521-8952,Lancaster,Paige Sanders,4001 N Rodney Parham Rd B1F01,,,Little Rock,AR,72212-2459,,,,,,,,,,,,,,,,,,,,,,,
59682,Windstream Communications,4848 Walker Ave,Lincoln,NE,68504-2876,Lancaster,Paige Sanders,4001 N Rodney Parham Rd B1F01,,,Little Rock,AR,72212-2459,,,,,,,,,,,,,,,,,,,,,,,
59683,Windstream Communications,4800 South St,Lincoln,NE,68506-2049,Lancaster,Paige Sanders,4001 N Rodney Parham Rd B1F01,,,Little Rock,AR,72212-2459,,,,,,,,,,,,,,,,,,,,,,,
59684,Windstream Communications,5707 S 27th St,Lincoln,NE,68512-4801,Lancaster,Paige Sanders,4001 N Rodney Parham Rd B1F01,,,Little Rock,AR,72212-2459,,,,,,,,,,,,,,,,,,,,,,,
59685,Alter Metals,6100 N 70th St,Lincoln,NE,68507-3243,Lancaster,Ryan Carpenter,6100 N 70th St,,,Lincoln,NE,68507-3243,,,,,,,,,,,,,,,,,,,,,,,
59686,Kiewit Building Group Inc,4004 S 60th St,Omaha,NE,68117-1237,Douglas,Andrew J Doyle,4004 S 60th St,,,Omaha,NE,68117-1220,,,,,,,,,,,,,,,,,,,,,,,
59687,Windstream Communications,730 W Nance Ave,Lincoln,NE,68521-3479,Lancaster,Paige Sanders,4001 N Rodney Parham Rd B1F01,,,Little Rock,AR,72212-2459,,,,,,,,,,,,,,,,,,,,,,,
59696,Nebraska Air National Guard,2420 W Butler Ave,Lincoln,NE,68524-1888,Lancaster,Siew P Kour,2420 W Butler Ave,,,Lincoln,NE,68524-1888,,,,,,,,,,,,,,,,,,,,,,,
59724,Tri-Con Industries Ltd,4020 NW 36th St,Lincoln,NE,68524-1999,Lancaster,Uyen Vo,4020 NW 36th St,4000 NW 44th St 68524 1606,,Lincoln,NE,68524-1902,,,,,,,,,,,,,,,,,,,,,,,
59725,Sprint Nextel Lincoln POP,1004 N 14th St,Lincoln,NE,68505,Lancaster,Christopher P Stell,2450 N St NW,,,Washington,DC,20037-3052,,,,,,,,,,,,,,,,,,,,,,,
59728,United Parcel Service,3133 N 33rd St,Lincoln,NE,68504-1546,Lancaster,Deanna Melton,2535 Edward Babe Gomez Ave,BaSE Department,,Omaha,NE,68107-4431,,,,,,,,,,,,,,,,,,,,,,,
59755,CenturyLink,108 E Bright St,Oxford,NE,68967,Furnas,Payton Michael,5325 Zuni St-Attn EHS,1025 Eldorado Blvd 23-ENV,,Denver,CO,80221-1499,,,,,,,,,,,,,,,,,,,,,,,
59763,OPPD North Omaha Power Station,7475 John J Pershing Dr,Omaha,NE,68112-2897,Douglas,Megan B Seymour,1919 Aksarben Dr,,,Omaha,NE,68106-4206,,,,,,,,,,,,,,,,,,,,,,,
59775,AT&T NE6000,950 Road East O S,Paxton,NE,69155-1737,Keith,Jeremy McGrue,311 S Akard St Fl 12,308 S Akard St Fl 17,,Dallas,TX,75202-5322,,,,,,,,,,,,,,,,,,,,,,,
59782,AT&T NE6040,33175 Grove Rd,Pleasanton,NE,68866-3159,Buffalo,Jeremy McGrue,311 S Akard St Fl 12,308 S Akard St Fl 17,,Dallas,TX,75202-5322,,,,,,,,,,,,,,,,,,,,,,,
59787,CenturyLink,106 W Hughson,Randolph,NE,68771,Cedar,Payton Michael,5325 Zuni St-Attn EHS,1025 Eldorado Blvd 23-ENV,,Denver,CO,80221-1499,,,,,,,,,,,,,,,,,,,,,,,
59788,Nebraska Central Telephone Co,113 W Genoa St,Ravenna,NE,68869-1313,Buffalo,Dan Molliconi,1001 12th St,,,Aurora,NE,68818-2004,,,,,,,,,,,,,,,,,,,,,,,
59790,AT&T NE5040,11300 NW 126th St,Raymond,NE,68428,Lancaster,Jeremy McGrue,311 S Akard St Fl 12,308 S Akard St Fl 17,,Dallas,TX,75202-5322,,,,,,,,,,,,,,,,,,,,,,,
59793,Nebraska Central Telephone Co,106 W 2nd St,Rockville,NE,68871,Sherman,Dan Molliconi,1001 12th St,,,Aurora,NE,68818-2004,,,,,,,,,,,,,,,,,,,,,,,
59795,CenturyLink,111 E 11th St,Schuyler,NE,68661-1936,Colfax,Payton Michael,5325 Zuni St-Attn EHS,1025 Eldorado Blvd 23-ENV,,Denver,CO,80221-1499,,,,,,,,,,,,,,,,,,,,,,,
59797,CenturyLink,2802 Avenue D,Scottsbluff,NE,69361-4337,Scotts Bluff,Payton Michael,5325 Zuni St-Attn EHS,1025 Eldorado Blvd 23-ENV,,Denver,CO,80221-1499,,,,,,,,,,,,,,,,,,,,,,,
59831,CenturyLink,306 Vine St,Silver Creek,NE,68663,Merrick,Payton Michael,5325 Zuni St-Attn EHS,1025 Eldorado Blvd 23-ENV,,Denver,CO,80221-1499,,,,,,,,,,,,,,,,,,,,,,,
59832,CenturyLink,125 E 39th St,South Sioux City,NE,68776-3601,Dakota,Payton Michael,5325 Zuni St-Attn EHS,1025 Eldorado Blvd 23-ENV,,Denver,CO,80221-1499,,,,,,,,,,,,,,,,,,,,,,,
59835,CenturyLink,220 Platteview Dr,Springfield,NE,68059,Sarpy,Payton Michael,5325 Zuni St-Attn EHS,1025 Eldorado Blvd 23-ENV,,Denver,CO,80221-1499,,,,,,,,,,,,,,,,,,,,,,,
59842,AT&T NE6020,77050 Road 446,Sumner,NE,68878-7828,Dawson,Jeremy McGrue,311 S Akard St Fl 12,308 S Akard St Fl 17,,Dallas,TX,75202-5322,,,,,,,,,,,,,,,,,,,,,,,
59846,AT&T NE5050,1729 County Road 392,Tamora,NE,68434,Seward,Jeremy McGrue,311 S Akard St Fl 12,308 S Akard St Fl 17,,Dallas,TX,75202-5322,,,,,,,,,,,,,,,,,,,,,,,
59850,Nutrien Ag Solutions,101 Burlington Dr,Mc Cook,NE,69001,Red Willow,Kip Korell,PO Box 773,,,Mc Cook,NE,69001-0773,,,,,,,,,,,,,,,,,,,,,,,
59888,Appalachian Railcar Services,5552 Perkins Rd,Alliance,NE,69301-5420,Box Butte,Jarid Grant,5552 Perkins Rd,PO Box 1548 GI 68802 1548,,Alliance,NE,69301-5420,,,,,,,,,,,,,,,,,,,,,,,
59895,Quick Serve Oil Company Inc,100 N Pine St,Tilden,NE,68781-4718,Antelope,Dean Thies,PO Box 10,,,Tilden,NE,68781-0010,,,,,,,,,,,,,,,,,,,,,,,
59899,CenturyLink,145 W 4th St,Valentine,NE,69201-1829,Cherry,Payton Michael,5325 Zuni St-Attn EHS,1025 Eldorado Blvd 23-ENV,,Denver,CO,80221-1499,,,,,,,,,,,,,,,,,,,,,,,
59901,AT&T NE1250/NE0478,806 Wiles Rd,Plattsmouth,NE,68048,Cass,Jeremy McGrue,311 S Akard St Fl 12,308 S Akard St Fl 17,,Dallas,TX,75202-5322,,,,,,,,,,,,,,,,,,,,,,,
59902,AT&T NE6030,77252 Drive 425,Cozad,NE,69130,Dawson,Jeremy McGrue,311 S Akard St Fl 12,308 S Akard St Fl 17,,Dallas,TX,75202-5322,,,,,,,,,,,,,,,,,,,,,,,
59903,CenturyLink,310 W Valley St,Valley,NE,68064-9709,Douglas,Payton Michael,5325 Zuni St-Attn EHS,1025 Eldorado Blvd 23-ENV,,Denver,CO,80221-1499,,,,,,,,,,,,,,,,,,,,,,,
59917,AT&T NE5030,13800 Davey Rd,Waverly,NE,68462,Lancaster,Jeremy McGrue,311 S Akard St Fl 12,308 S Akard St Fl 17,,Dallas,TX,75202-5322,,,,,,,,,,,,,,,,,,,,,,,
59919,Windstream Communications,14131 Heywood St,Waverly,NE,68462-1429,Lancaster,Paige Sanders,4001 N Rodney Parham Rd B1F01,,,Little Rock,AR,72212-2459,,,,,,,,,,,,,,,,,,,,,,,
59920,CenturyLink,215 N Pearl St,Wayne,NE,68787-1933,Wayne,Payton Michael,5325 Zuni St-Attn EHS,1025 Eldorado Blvd 23-ENV,,Denver,CO,80221-1499,,,,,,,,,,,,,,,,,,,,,,,
59921,Weeping Water Swimming Pool,311 W River St,Weeping Water,NE,68463-4214,Cass,Linda Sheehan,PO Box 329,,,Weeping Water,NE,68463-0329,,,,,,,,,,,,,,,,,,,,,,,
59923,CenturyLink,319 N Main St,West Point,NE,68788-1419,Cuming,Payton Michael,5325 Zuni St-Attn EHS,1025 Eldorado Blvd 23-ENV,,Denver,CO,80221-1499,,,,,,,,,,,,,,,,,,,,,,,
59926,Farmers Cooperative,2312 State Highway 41,Wilber,NE,68465-2428,Saline,Jamie Sand,PO Box 263,,,Dorchester,NE,68343-0263,,,,,,,,,,,,,,,,,,,,,,,
59927,AT&T NE5060,1714 Road L,York,NE,68467-8086,York,Jeremy McGrue,311 S Akard St Fl 12,308 S Akard St Fl 17,,Dallas,TX,75202-5322,,,,,,,,,,,,,,,,,,,,,,,
59929,AT&T NE1190,63713 727 Rd,Auburn,NE,68305,Nemaha,Jeremy McGrue,311 S Akard St Fl 12,308 S Akard St Fl 17,,Dallas,TX,75202-5322,,,,,,,,,,,,,,,,,,,,,,,
59933,AT&T NE0570,N P Rd,Aurora,NE,68818,Hamilton,Jeremy McGrue,311 S Akard St Fl 12,308 S Akard St Fl 17,,Dallas,TX,75202-5322,,,,,,,,,,,,,,,,,,,,,,,
59971,Trotter Fertilizer Inc,1220 N B St,Broken Bow,NE,68822-1651,Custer,Paul Ulmer,1220 N B St,,,Broken Bow,NE,68822-1651,,,,,,,,,,,,,,,,,,,,,,,
60029,Windstream Communications,114 W 2nd St,Wilber,NE,68465,Saline,Paige Sanders,4001 N Rodney Parham Rd B1F01,,,Little Rock,AR,72212-2459,,,,,,,,,,,,,,,,,,,,,,,
60038,Farmers Pride Propane,215 10th St,Wisner,NE,68791-2303,Cuming,Dawn Pochop,PO Box 10,,,Battle Creek,NE,68715-0010,,,,,,,,,,,,,,,,,,,,,,,
60039,Central Valley Ag,727 Highway 275,Wisner,NE,68791-3545,Cuming,Amy Eisenhauer,PO Box 160,,,Wisner,NE,68791-0160,,,,,,,,,,,,,,,,,,,,,,,
60041,Country Partners Cooperative,410 N Highway 22,Wolbach,NE,68882,Greeley,Steve Geist,PO Box 80,120 8th St Gothenburg,,Gothenburg,NE,69138-0080,,,,,,,,,,,,,,,,,,,,,,,
60045,CenturyLink Central Office,1005 Main St,Wood River,NE,68883,Hall,Payton Michael,5325 Zuni St-Attn EHS,1025 Eldorado Blvd 23-ENV,,Denver,CO,80221-1499,,,,,,,,,,,,,,,,,,,,,,,
60053,Wynot Oil LLC,610 Shamrock,Wynot,NE,68792,Cedar,Steven G Wieseler,PO Box 292,101 W 5th St,,Wynot,NE,68792-0292,,,,,,,,,,,,,,,,,,,,,,,
60065,Sargent Irrigation District,402 N 1st St,Sargent,NE,68874,Custer,Todd Schipporeit,PO Box 99,,,Sargent,NE,68874-0099,,,,,,,,,,,,,,,,,,,,,,,
60078,Windstream Communications,208 1/2 Cherry Street,Louisville,NE,68037,Cass,Paige Sanders,4001 N Rodney Parham Rd B1F01,,,Little Rock,AR,72212-2459,,,,,,,,,,,,,,,,,,,,,,,
60081,CenturyLink,188 N 8th St,Loup City,NE,68853,Sherman,Payton Michael,5325 Zuni St-Attn EHS,1025 Eldorado Blvd 23-ENV,,Denver,CO,80221-1499,,,,,,,,,,,,,,,,,,,,,,,
60088,Farmers Pride Anhydrous,Highway 32 W,Madison,NE,68748,Madison,Dawn Pochop,PO Box 10,,,Battle Creek,NE,68715-0010,,,,,,,,,,,,,,,,,,,,,,,
60095,Nebraska Central Telephone Co,338 Webster St,Mason City,NE,68855,Custer,Dan Molliconi,1001 12th St,,,Aurora,NE,68818-2004,,,,,,,,,,,,,,,,,,,,,,,
60096,AT&T NE6060,W Island Rd,Maxwell,NE,69151,Lincoln,Jeremy McGrue,311 S Akard St Fl 12,308 S Akard St Fl 17,,Dallas,TX,75202-5322,,,,,,,,,,,,,,,,,,,,,,,
60109,CenturyLink,402 W 1st St,Mc Cook,NE,69001-3604,Red Willow,Payton Michael,5325 Zuni St-Attn EHS,1025 Eldorado Blvd 23-ENV,,Denver,CO,80221-1499,,,,,,,,,,,,,,,,,,,,,,,
60113,NE ARNG UTES-2/FMS-6,1249 County Road 10,Mead,NE,68041-4037,Saunders,Larry E Vrtiska,2433 NW 24th St,,,Lincoln,NE,68524-1801,,,,,,,,,,,,,,,,,,,,,,,
60117,Chief Custom Homes,111 Grant St,Aurora,NE,68818-3208,Hamilton,Jeffrey Harders,PO Box 2078,3942 W Old Highway 30 GI 68803,,Grand Island,NE,68802-2078,,,,,,,,,,,,,,,,,,,,,,,
60122,Windstream Communications,113 S A St,Milford,NE,68405,Seward,Paige Sanders,4001 N Rodney Parham Rd B1F01,,,Little Rock,AR,72212-2459,,,,,,,,,,,,,,,,,,,,,,,
60134,CenturyLink,320 N Minden Ave,Minden,NE,68959-1658,Kearney,Payton Michael,5325 Zuni St-Attn EHS,1025 Eldorado Blvd 23-ENV,,Denver,CO,80221-1499,,,,,,,,,,,,,,,,,,,,,,,
60140,Neal Oil & Auto Center Inc,E Railroad St,Mullen,NE,69152,Hooker,Trent Neal,PO Box 86,,,Tryon,NE,69167-0086,,,,,,,,,,,,,,,,,,,,,,,
60145,Windstream Communications,Jct Murray Rd & Bellvue Dr,Murray,NE,68409,Cass,Paige Sanders,4001 N Rodney Parham Rd B1F01,,,Little Rock,AR,72212-2459,,,,,,,,,,,,,,,,,,,,,,,
60150,Windstream Communications,124 N 10th St,Nebraska City,NE,68410-2330,Otoe,Paige Sanders,4001 N Rodney Parham Rd B1F01,,,Little Rock,AR,72212-2459,,,,,,,,,,,,,,,,,,,,,,,
60160,Henkel Oil Company,4608 W Norfolk Ave,Norfolk,NE,68701-9277,Madison,Loren L Kment,4608 W Norfolk Ave,,,Norfolk,NE,68701-9277,,,,,,,,,,,,,,,,,,,,,,,
60171,Three Z's Kard Klub,400 N 7th St,Norfolk,NE,68701-4087,Madison,Rick Zoubek,400 N 7th St,,,Norfolk,NE,68701-4087,,,,,,,,,,,,,,,,,,,,,,,
60172,Zoubek Oil Co,US Highway 81,Hadar,NE,68701,Pierce,Rick Zoubek,400 N 7th St,,,Norfolk,NE,68701-4087,,,,,,,,,,,,,,,,,,,,,,,
60173,Wis-Pak of Norfolk Inc,1400 W Tahazouka Dr,Norfolk,NE,68701-6650,Madison,William Papstein,1400 Tahazouka Rd,,,Norfolk,NE,68701-6650,,,,,,,,,,,,,,,,,,,,,,,
60176,Mountain Cement Inc,801 E Front St,North Platte,NE,69101-4100,Lincoln,Brianna Forrest,5 Sand Creek Rd,,,Laramie,WY,82070-6865,,,,,,,,,,,,,,,,,,,,,,,
60183,Chesterman Coca-Cola,2008 E Philip Ave,North Platte,NE,69101-6657,Lincoln,Matt Myers,2008 E Philip Ave,,,North Platte,NE,69101-6657,,,,,,,,,,,,,,,,,,,,,,,
60192,Union Pacific Railroad,4601 W Front St,North Platte,NE,69101-1310,Lincoln,Thomas G Cappucci,1400 Douglas St Stop 1030,Bailey Yard Office/Supt Office,,Omaha,NE,68179-1001,,,,,,,,,,,,,,,,,,,,,,,
60197,Cole Petroleum Inc,S 3rd St,O'Neill,NE,68763,Holt,Pat Cole,PO Box 56,,,O'Neill,NE,68763-0056,,,,,,,,,,,,,,,,,,,,,,,
60200,CenturyLink,430 E Clay St,O'Neill,NE,68763-1548,Holt,Payton Michael,5325 Zuni St-Attn EHS,1025 Eldorado Blvd 23-ENV,,Denver,CO,80221-1499,,,,,,,,,,,,,,,,,,,,,,,
60204,Western International Gas,1101 Commercial Ave,Oakland,NE,68045-1025,Burt,James Murphree,1700 Scepter Rd,,,Waverly,TN,37185-3253,,,,,,,,,,,,,,,,,,,,,,,
60210,AT&T NE6080,Road West F S,Brule,NE,69127,Keith,Jeremy McGrue,311 S Akard St Fl 12,308 S Akard St Fl 17,,Dallas,TX,75202-5322,,,,,,,,,,,,,,,,,,,,,,,
60214,CenturyLink,218 W A St,Ogallala,NE,69153-2545,Keith,Payton Michael,5325 Zuni St-Attn EHS,1025 Eldorado Blvd 23-ENV,,Denver,CO,80221-1499,,,,,,,,,,,,,,,,,,,,,,,
60215,Sprint Nextel Ogallala Regen,Highway 30 W,Ogallala,NE,69153,Keith,Christopher P Stell,2450 N St NW,,,Washington,DC,20037-3052,,,,,,,,,,,,,,,,,,,,,,,
60226,AT&T NE8740,4015 S 132nd St,Omaha,NE,68137-1766,Douglas,Jeremy McGrue,311 S Akard St Fl 12,308 S Akard St Fl 17,,Dallas,TX,75202-5322,,,,,,,,,,,,,,,,,,,,,,,
60232,Jiffy Lube 1373,1221 S 120th St,Omaha,NE,68144-1609,Douglas,Lillian Nicholson,105 Decker Ct Ste 900,,,Irving,TX,75062-2227,,,,,,,,,,,,,,,,,,,,,,,
60264,Valley Flying Service Inc,Highway 89,Orleans,NE,68966-6865,Harlan,Royce A Bose,71006 E Rd,,,Orleans,NE,68966-6865,,,,,,,,,,,,,,,,,,,,,,,
60272,OPPD Substation No 962,5006 C Rd,Nebraska City,NE,68410,Otoe,Megan B Seymour,1919 Aksarben Dr,,,Omaha,NE,68106-4206,,,,,,,,,,,,,,,,,,,,,,,
60273,OPPD Substation No 971,1997 County Road F,Unadilla,NE,68454,Otoe,Megan B Seymour,1919 Aksarben Dr,,,Omaha,NE,68106-4206,,,,,,,,,,,,,,,,,,,,,,,
60274,OPPD Substation No 974,Jct 8th & R Rds,Douglas,NE,68344,Otoe,Megan B Seymour,1919 Aksarben Dr,,,Omaha,NE,68106-4206,,,,,,,,,,,,,,,,,,,,,,,
60275,Earth Science Laboratories Inc,75190 Road 448,Overton,NE,68863-5239,Dawson,Brandon Jepsen,515 Brown St,,,Holdrege,NE,68949-2004,,,,,,,,,,,,,,,,,,,,,,,
60278,Country Partners Cooperative,505 3rd St,Overton,NE,68863,Dawson,Steve Geist,PO Box 80,120 8th St Gothenburg,,Gothenburg,NE,69138-0080,,,,,,,,,,,,,,,,,,,,,,,
60287,Bosselman Energy Inc,2616 3rd Rd,Palmer,NE,68864-2235,Merrick,Mike Epp,PO Box 1567,,,Grand Island,NE,68802-1567,,,,,,,,,,,,,,,,,,,,,,,
60302,Sapp Bros Inc,633 Industrial Rd,Pender,NE,68047,Thurston,Ray Collins,9915 S 148th St,,,Omaha,NE,68138-3876,,,,,,,,,,,,,,,,,,,,,,,
60304,Zabka Service,300 S Front St,Petersburg,NE,68652-5628,Boone,Tom Zabka,PO Box 75,,,Petersburg,NE,68652-0075,,,,,,,,,,,,,,,,,,,,,,,
60306,Battle Creek Farmers Co-op,85414 549 Ave,Pierce,NE,68767-3564,Pierce,Dawn Pochop,PO Box 10,,,Battle Creek,NE,68715-0010,,,,,,,,,,,,,,,,,,,,,,,
60316,Central Valley Ag Cardtrol,465 Park Ave,Polk,NE,68654,Polk,Amy Eisenhauer,PO Box 160,,,Wisner,NE,68791-0160,,,,,,,,,,,,,,,,,,,,,,,
60326,Farmers Co-op Assn,35545 Pine Rd,Ravenna,NE,68869,Buffalo,Pamela Treffer,PO Box 170,,,Ravenna,NE,68869-0170,,,,,,,,,,,,,,,,,,,,,,,
60344,MCI Verizon Business,5857 N 60th St,Omaha,NE,68104-1140,Douglas,Mark B Gordon,65 Boston Post Rd W Ste 150,Verizon c/o Sigma Consult,,Marlborough,MA,01752-1890,,,,,,,,,,,,,,,,,,,,,,,
60349,MUD Natural Gas Dist & Propane,11710 Fort St,Omaha,NE,68164-2058,Douglas,Denise L Dolezal,7350 World Communications Dr,,,Omaha,NE,68122-4041,,,,,,,,,,,,,,,,,,,,,,,
60350,MUD Liquified Natural Gas,5801 N 120th St,Omaha,NE,68164-1407,Douglas,Denise L Dolezal,7350 World Communications Dr,,,Omaha,NE,68122-4041,,,,,,,,,,,,,,,,,,,,,,,
60351,MUD Natural Gas Distribution,17490 W Center Rd,Omaha,NE,68130-2306,Douglas,Denise L Dolezal,7350 World Communications Dr,,,Omaha,NE,68122-4041,,,,,,,,,,,,,,,,,,,,,,,
60364,MUD Rainwood Pump Station,6306 Rainwood Rd,Omaha,NE,68152-1626,Douglas,Melissa Polito,7350 World Communications Dr,Plant Engineering Dept,,Omaha,NE,68122-4041,,,,,,,,,,,,,,,,,,,,,,,
60385,OPPD Electric Operations ECC,4302 Leavenworth St,Omaha,NE,68105-1032,Douglas,Megan B Seymour,1919 Aksarben Dr,,,Omaha,NE,68106-4206,,,,,,,,,,,,,,,,,,,,,,,
60416,Schuyler Co-op Assn,Road 3,Richland,NE,68601-9805,Colfax,James J Kaup,310 E Front St,,,Richland,NE,68601-8675,,,,,,,,,,,,,,,,,,,,,,,
60425,Nebraska Fertilizer Co Inc,65915 706 Rd,Rulo,NE,68431-1806,Richardson,Ray Majerus,65915 706 Rd,,,Rulo,NE,68431-1806,,,,,,,,,,,,,,,,,,,,,,,
60460,Farmers Cooperative Anhydrous,Jct 294th & Fletcher Rd,Seward,NE,68434,Seward,Jamie Sand,PO Box 263,,,Dorchester,NE,68343-0263,,,,,,,,,,,,,,,,,,,,,,,
60461,Farmers Cooperative,1333 238th,Seward,NE,68434-8053,Seward,Jamie Sand,PO Box 263,,,Dorchester,NE,68343-0263,,,,,,,,,,,,,,,,,,,,,,,
60473,Shickley Grain Co Inc,N Quince St,Shickley,NE,68436,Fillmore,Bill J Grote,PO Box 138,,,Shickley,NE,68436-0138,,,,,,,,,,,,,,,,,,,,,,,
60475,Basin Electric Power Co-op,10515 Road 28,Sidney,NE,69162,Cheyenne,Erin Fox Dukart,1717 E Interstate Ave,,,Bismarck,ND,58503-0542,,,,,,,,,,,,,,,,,,,,,,,
60486,WAPA Virginia Smith Converter,2281 Road 111,Sidney,NE,69162,Cheyenne,Heather Benedict,5555 E Crossroads Blvd,,,Loveland,CO,80538-8986,,,,,,,,,,,,,,,,,,,,,,,
60501,Sapp Bros Petroleum Inc,Highway 12 E,Spencer,NE,68777,Boyd,Randy Benson,9915 S 148th St,,,Omaha,NE,68138-3876,,,,,,,,,,,,,,,,,,,,,,,
60526,Central Valley Ag,207 Main Stockham,Aurora,NE,68818-7003,Hamilton,Amy Eisenhauer,PO Box 160,,,Wisner,NE,68791-0160,,,,,,,,,,,,,,,,,,,,,,,
60530,Harless Oil Company,Railroad St,Stromsburg,NE,68666,Polk,Randall Harless,PO Box 101,,,Polk,NE,68654-0101,,,,,,,,,,,,,,,,,,,,,,,
60532,Dawson County Yard,300 E 4th Ave,Sumner,NE,68878,Dawson,Andy Durya,700 N Washington St Rm H,,,Lexington,NE,68850-1940,,,,,,,,,,,,,,,,,,,,,,,
60541,George Bros Propane & Fert,1001 S Saunders Ave,Sutton,NE,68979-2072,Clay,Doug George,PO Box 492,,,Sutton,NE,68979-0492,,,,,,,,,,,,,,,,,,,,,,,
60544,Cooperative Producers Inc,Highway 41 W & Road T,Sutton,NE,68979,Clay,Deanna Hammond,PO Box 1008,,,Hastings,NE,68902-1008,,,,,,,,,,,,,,,,,,,,,,,
60554,Gottula Propane Service,201 Nebraska St,Table Rock,NE,68447,Pawnee,Donald W Gottula,PO Box 128,101 Main St/353 Main St,,Elk Creek,NE,68348-0128,,,,,,,,,,,,,,,,,,,,,,,
60573,Farmers Co-op Grain & Supply,E G St,Trenton,NE,69044,Hitchcock,Bret T Hagan,PO Box 337,,,Trenton,NE,69044-0337,,,,,,,,,,,,,,,,,,,,,,,
60580,Ferrellgas,Jct Highways 75 & 34,Union,NE,68455,Cass,Greg Howard,13606 L St,,,Omaha,NE,68137-1732,,,,,,,,,,,,,,,,,,,,,,,
60617,Cooperative Producers Inc,1203 N Brown Ave,Minden,NE,68959-2533,Kearney,Deanna Hammond,PO Box 1008,,,Hastings,NE,68902-1008,,,,,,,,,,,,,,,,,,,,,,,
60641,Windstream Communications,1440 M St,Lincoln,NE,68508-2513,Lancaster,Paige Sanders,4001 N Rodney Parham Rd B1F01,,,Little Rock,AR,72212-2459,,,,,,,,,,,,,,,,,,,,,,,
60651,Heartland Co-op,200 E Central Ave,Nebraska City,NE,68410-2552,Otoe,Nick Steinbach,13733 University Ave,,,Clive,IA,50325-8279,,,,,,,,,,,,,,,,,,,,,,,
60664,N & B Gas Co,252 Woodbine St,Niobrara,NE,68760,Knox,Dale Schulte,PO Box 17,,,Verdigre,NE,68783-0017,,,,,,,,,,,,,,,,,,,,,,,
60675,C & M Supply Inc,Spur S-65,Oak,NE,68964,Nuckolls,Luke E Kleen,PO Box 8,,,Ruskin,NE,68974-0008,,,,,,,,,,,,,,,,,,,,,,,
60677,Hi-Line Co-op Inc,875 Highway 30 E,Roscoe,NE,69153-5525,Keith,Jeff D Lundvall,PO Box 96,31937 W Burma Rd Wallace 69169,,Elsie,NE,69134-0096,,,,,,,,,,,,,,,,,,,,,,,
60684,Keith's BP,5220 N 90th St,Omaha,NE,68134-2832,Douglas,Keith Mander,5220 N 90th St,,,Omaha,NE,68134-2832,,,,,,,,,,,,,,,,,,,,,,,
60694,Hertz Rent A Car,5404 Abbott Dr,Omaha,NE,68110-2803,Douglas,PJ Huff,5404 Abbott Dr,,,Omaha,NE,68110-2803,,,,,,,,,,,,,,,,,,,,,,,
60697,Airgas Dry Ice,1321 Mason St,Omaha,NE,68108-3119,Douglas,Sean R Eggett,6657 Harvest Ln,,,Stansbury Park,UT,84074-9053,,,,,,,,,,,,,,,,,,,,,,,
60711,Sprint Nextel Switch/POP,810 S 7th St,Omaha,NE,68108-3311,Douglas,Christopher P Stell,2450 N St NW,,,Washington,DC,20037-3052,,,,,,,,,,,,,,,,,,,,,,,
60715,NDOT North Platte 30 Yard,2400 W 14th St,North Platte,NE,69101-2626,Lincoln,Cody J Armstrong,PO Box 1108,114 Frontage Rd 69122-5032,,North Platte,NE,69103-1108,,,,,,,,,,,,,,,,,,,,,,,
